PUBDATE_EN,PUBDATE_FR,TITLE_TEXT_EN,TITLE_URL_EN,TITLE_TEXT_FR,TITLE_URL_FR,TEASER_EN,TEASER_FR,ADDITIONAL_TOPICS_EN,ADDITIONAL_TOPICS_FR,AUDIENCE_EN,AUDIENCE_FR,TYPE_EN,TYPE_FR,DEPT_EN,DEPT_FR,LOCATION_EN,LOCATION_FR,MINISTER_EN,MINISTER_FR,TOPIC_EN,TOPIC_FR,SUBJECT_EN,SUBJECT_FR
2024-05-21 16:00:04,2024-05-21 16:00:04,Minister Ferrada to deliver remarks and participate in unveiling of new tourism initiative,https://www.canada.ca/en/innovation-science-economic-development/news/2024/05/minister-ferrada-to-deliver-remarks-and-participate-in-unveiling-of-new-tourism-initiative.html,La ministre Ferrada prononcera une allocution et participera au dévoilement d'une nouvelle initiative touristique,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/05/la-ministre-ferrada-prononcera-une-allocution-et-participera-au-devoilement-dune-nouvelle-initiative-touristique.html,"The Honourable Soraya Martinez Ferrada, Minister of Tourism and Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec, will deliver a keynote address at the Hotel Association of Canada’s annual conference, and participate in the unveiling of a new tourism initiative. ","L'honorable Soraya Martinez Ferrada, ministre du Tourisme et ministre responsable de l'Agence de développement économique du Canada pour les régions du Québec, prononcera un discours à la conférence annuelle de l'Association des hôtels du Canada et participera au dévoilement d'une nouvelle initiative touristique. ",,,general public,grand public,media advisories,avis aux médias,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. Soraya Martinez Ferrada,L'hon. Soraya Martinez Ferrada,Business and industry,Entreprises et industrie,Economics and Industry,Économie et industrie
2024-05-21 15:57:42,2024-05-21 15:57:42,Six Nations Polytechnic receives federal funding for sustainable upgrades,https://www.canada.ca/en/office-infrastructure/news/2024/05/six-nations-polytechnic-receives-federal-funding-for-sustainable-upgrades.html,L’École polytechnique des Six Nations reçoit un financement fédéral pour des améliorations durables,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2024/05/lecole-polytechnique-des-six-nations-recoit-un-financement-federal-pour-des-ameliorations-durables.html,The federal government is investing more than $2.8 million to help make the Six Nations Polytechnic’s (SNP) campus more energy efficient and accessible. This investment was announced by Minister Sean Fraser and SNP President and CEO Rebecca Jamieson.,"Le gouvernement fédéral investit plus de 2,8 millions de dollars pour rendre le campus de l’École polytechnique des Six Nations plus écoénergétique et plus accessible. Cet investissement a été annoncé par le ministre Sean Fraser et la présidente directrice générale de l’École polytechnique des Six Nations, Rebecca Jamieson.","Energy, Environment and natural resources, Fuel and energy efficiency","Carburant et efficacité énergétique, Environnement et ressources naturelles, Énergie","general public, government, media","gouvernement, grand public, médias",news releases,communiqués de presse,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Ontario","Canada, Ontario",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-05-21 15:05:30,2024-05-21 15:05:30,Canadian Digital Regulators Forum marks successful first year,https://www.canada.ca/en/competition-bureau/news/2024/05/canadian-digital-regulators-forum-marks-successful-first-year.html,Le Forum canadien des organismes de réglementation numérique célèbre une première année fructueuse,https://www.canada.ca/fr/bureau-concurrence/nouvelles/2024/05/le-forum-canadien-des-organismes-de-reglementation-numerique-celebre-une-premiere-annee-fructueuse.html,"Building capacity with respect to artificial intelligence and strengthening domestic and international relationships are among the main accomplishments of the Canadian Digital Regulators Forum (the Forum) during its inaugural year. 
The Competition Bureau, the Canadian Radio-television and Telecommunications Commission (CRTC), and the Office of the Privacy Commissioner of Canada (OPC) met earlier this month to discuss the successes of the past year and to set the agenda for the year ahead. ","Le renforcement de sa capacité en matière d’intelligence artificielle ainsi que de ses relations nationales et internationales fait partie des principales réalisations du Forum canadien des organismes de réglementation numérique durant sa première année d’existence. Le Bureau de la concurrence, le Conseil de la radiodiffusion et des télécommunications canadiennes (CRTC) et le Commissariat à la protection de la vie privée du Canada se sont réunis plus tôt ce mois-ci pour parler des réussites de la dernière année et établir le programme de l’année à venir.",,,general public,grand public,news releases,communiqués de presse,Competition Bureau Canada,Bureau de la concurrence Canada,Canada,Canada,Hon. François-Philippe Champagne,L'hon. François-Philippe Champagne,Business and industry,Entreprises et industrie,Economics and Industry,Économie et industrie
2024-05-21 14:38:52,2024-05-21 14:38:52,Environment and Climate Change Canada presents the 2024 hurricane season outlook ,https://www.canada.ca/en/environment-climate-change/news/2024/05/environment-and-climate-change-canada-presents-the-2024-hurricane-season-outlook.html,Environnement et Changement climatique Canada fera un survol de la saison des ouragans prévue en 2024,https://www.canada.ca/fr/environnement-changement-climatique/nouvelles/2024/05/environnement-et-changement-climatique-canada-fera-un-survol-de-la-saison-des-ouragans-prevue-en-2024.html,"Media representatives are advised that Bob Robichaud, Warning Preparedness Meteorologist with the Canadian Hurricane Centre, will present the outlook for the upcoming 2024 hurricane season. ","Les représentants des médias sont priés de noter que Bob Robichaud, météorologue de sensibilisation aux alertes au Centre canadien de prévision des ouragans, fera un survol de la saison des ouragans de 2024 qui approche. ",,,media,médias,media advisories,avis aux médias,Environment and Climate Change Canada,Environnement et Changement climatique Canada,Canada,Canada,Hon. Steven Guilbeault,L'hon. Steven Guilbeault,Environment and natural resources,Environnement et ressources naturelles,"Climate change, Environment, Nature and Environment","Changement climatique, Environnement, Nature et environnement"
2024-05-21 14:05:32,2024-05-21 14:05:32,Canada and Ontario bolstering honey bee health,https://www.canada.ca/en/agriculture-agri-food/news/2024/05/canada-and-ontario-bolstering-honey-bee-health.html,Le Canada et l'Ontario renforcent la santé des abeilles,https://www.canada.ca/fr/agriculture-agroalimentaire/nouvelles/2024/05/le-canada-et-lontario-renforcent-la-sante-des-abeilles.html,The governments of Canada and Ontario are increasing funding to the Honey Bee Health Initiative by up to $1 million to help improve the resiliency and competitiveness of beekeeper operations in Ontario. ,Les gouvernements du Canada et de l'Ontario augmentent le financement de l'Initiative pour la santé des abeilles d'une somme pouvant atteindre un million de dollars pour aider à améliorer la résilience et la compétitivité des exploitations apicoles en Ontario.,,,"general public, media, rural community","communauté rurale, grand public, médias",news releases,communiqués de presse,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,"Canada, Ontario","Canada, Ontario",Hon. Lawrence MacAulay,L'hon. Lawrence MacAulay,Business and industry,Entreprises et industrie,Agriculture,Agriculture
2024-05-21 14:03:46,2024-05-21 14:03:46,"Canadian Coast Guard Issues $15,000 Fine for a Hazardous Vessel",https://www.canada.ca/en/canadian-coast-guard/news/2024/05/canadian-coast-guard-issues-15000-fine-for-a-hazardous-vessel.html,La Garde côtière canadienne inflige une amende de 15 000 $ liée à un navire dangereux,https://www.canada.ca/fr/garde-cotiere-canadienne/nouvelles/2024/05/la-garde-cotiere-canadienne-inflige-une-amende-de-15-000--liee-a-un-navire-dangereux.html,"Wrecked, abandoned, or hazardous boats can pose threats to the environment, local communities, and economies. Through the Oceans Protection Plan, the Government of Canada continues to take action to address problem vessels and ensure owner accountability. ","Les épaves et les navires abandonnés ou dangereux peuvent représenter une menace pour l’environnement, l’économie et les collectivités à l’échelle locale. Par l’entremise du Plan de protection des océans, le gouvernement du Canada continue de prendre des mesures à l’égard des navires problématiques et de veiller à ce que les propriétaires en assument la responsabilité. ","Marine pollution and environmental response, Marine transportation, Navigation and marine conditions, Ports and harbours, Transport and infrastructure","Navigation et conditions maritimes, Pollution marine et intervention environnementale, Ports et havres, Transport et infrastructure, Transport maritime",general public,grand public,news releases,communiqués de presse,Canadian Coast Guard,Garde côtière canadienne,Canada,Canada,Hon. Diane Lebouthillier,L'hon. Diane Lebouthillier,"Marine pollution and environmental response, Marine transportation, Transport and infrastructure, Vessel safety, spill prevention, and response","La sécurité des navires, l’intervention et la prévention en cas de déversements d’hydrocarbures, Pollution marine et intervention environnementale, Transport et infrastructure, Transport maritime","Health and Safety, Marine safety, Safety, Transportation safety","Santé et sécurité, Sécurité, Sécurité des transports, Sécurité nautique"
2024-05-21 13:00:55,2024-05-21 13:00:55,Meadow Lake Tribal Council and Canada set to advance talks on reconciliation and self-determination,https://www.canada.ca/en/crown-indigenous-relations-northern-affairs/news/2024/05/meadow-lake-tribal-council-and-canada-set-to-advance-talks-on-reconciliation-and-self-determination.html,Le conseil tribal de Meadow Lake et le Canada sont prêts à faire progresser les discussions sur la réconciliation et l’autodétermination,https://www.canada.ca/fr/relations-couronne-autochtones-affaires-nord/nouvelles/2024/05/le-conseil-tribal-de-meadow-lake-et-le-canada-sont-prets-a-faire-progresser-les-discussions-sur-la-reconciliation-et-lautodetermination.html,"Today, the Meadow Lake Tribal Council and the Government of Canada announced that they have signed a Memorandum of Understanding to help guide their work to promote lasting reconciliation and strengthen the nation-to-nation relationship based on Meadow Lake First Nations’ priorities.","Aujourd’hui, le conseil tribal de Meadow Lake et le gouvernement du Canada ont annoncé la signature d’un protocole d’entente qui orientera leurs travaux visant à promouvoir une réconciliation durable et à renforcer les relations de nation à nation sur la base des priorités des Premières Nations de Meadow Lake.","Canadian identity and society, Culture, history and sport, Indigenous peoples and cultures","Culture, histoire et sport, Identité canadienne et société, Peuples et cultures autochtones","Aboriginal peoples, general public, media","Peuples autochtones, grand public, médias",news releases,communiqués de presse,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,"Canada, Prairies, Saskatchewan","Canada, Prairies, Saskatchewan",Hon. Gary Anandasangaree,L'hon. Gary Anandasangaree,"Culture, history and sport","Culture, histoire et sport","Agreements, Government and Politics, Processes, Self government, Society and Culture","Accord, Autonomie gouvernementale, Gouvernement et vie politique, Liens et fonctions, Société et culture"
2024-05-21 13:00:48,2024-05-21 13:00:48,Government of Canada delegation to make historic mission to northern France to bring home unknown Newfoundland First World War soldier,https://www.canada.ca/en/veterans-affairs-canada/news/2024/05/government-of-canada-delegation-to-make-historic-mission-to-northern-france-to-bring-home-unknown-newfoundland-first-world-war-soldier.html,Une délégation du gouvernement du Canada effectuera une mission historique dans le nord de la France en vue de rapatrier un soldat terre-neuvien inconnu de la Première Guerre mondiale,https://www.canada.ca/fr/anciens-combattants-canada/nouvelles/2024/05/une-delegation-du-gouvernement-du-canada-effectuera-une-mission-historique-dans-le-nord-de-la-france-en-vue-de-rapatrier-un-soldat-terre-neuvien-in.html,The unknown soldier will begin his journey home to his final resting place,Le soldat inconnu entreprendra son voyage de retour au pays vers sa dernière demeure.,,,"general public, media","grand public, médias",news releases,communiqués de presse,Veterans Affairs Canada,Anciens Combattants Canada,Canada,Canada,"Hon. Ginette Petitpas Taylor, Hon. Seamus O’Regan","L'hon. Ginette Petitpas Taylor, L'hon. Seamus O’Regan","Canadian Armed Forces, Military history, Military history, honours and remembrance, National security and defence","Forces armées canadiennes, Histoire et patrimoine militaires, Histoire militaire, honneurs et souvenir, Sécurité nationale et défense","Military, Veterans","Ancien combattant, Histoire et science militaire"
2024-05-21 12:26:10,2024-05-21 12:26:10,Budget 2024: Stronger Public Health Care to Lift Up Every Generation,https://www.canada.ca/en/department-finance/news/2024/05/budget-2024-stronger-public-health-care-to-lift-up-every-generation.html,Budget de 2024 : Renforcer les soins de santé publics pour donner à chaque génération les moyens de réussir,https://www.canada.ca/fr/ministere-finances/nouvelles/2024/05/budget-de-2024--renforcer-les-soins-de-sante-publics-pour-donner-a-chaque-generation-les-moyens-de-reussir.html,"Today, the Honourable Chrystia Freeland, Deputy Prime Minister and Minister of Finance; the Honourable Mark Holland, Minister of Health; and the Honourable Randy Boissonnault, Minister of Employment, Workforce Development and Official Languages, highlighted the federal government’s action to strengthen public health care and ensure Canada’s social safety net lifts up every generation.","Aujourd’hui, l’honorable Chrystia Freeland, vice-première ministre et ministre des Finances, l’honorable Mark Holland, ministre de la Santé, et l’honorable Randy Boissonnault, ministre de l’Emploi, du Développement de la main-d’œuvre et des Langues officielles, ont souligné les mesures prises par le gouvernement fédéral pour renforcer les soins de santé publics et veiller à ce que le filet de sécurité sociale du Canada donne à chaque génération les moyens de réussir.",,,general public,grand public,news releases,communiqués de presse,Department of Finance Canada,Ministère des Finances Canada,Canada,Canada,"Hon. Chrystia Freeland, Hon. Mark Holland, Hon. Randy Boissonnault","L'hon. Chrystia Freeland, L'hon. Mark Holland, L'hon. Randy Boissonnault",Money and finances,Argent et finances,"Economics and Industry, Finance, Public finance","Finances, Finances publiques, Économie et industrie"
2024-05-21 11:00:00,2024-05-21 11:00:00,Government of Canada announces measures to protect Toronto-St. Paul’s by-election from foreign interference,https://www.canada.ca/en/democratic-institutions/news/2024/05/government-of-canada-announces-measures-to-protect-toronto-st-pauls-by-election-from-foreign-interference.html,Le gouvernement du Canada annonce des mesures visant à protéger l’élection partielle dans la circonscription de Toronto-St. Paul contre l’ingérence étrangère,https://www.canada.ca/fr/institutions-democratiques/nouvelles/2024/05/le-gouvernement-du-canada-annonce-des-mesures-visant-a-proteger-lelection-partielle-dans-la-circonscription-de-toronto-st-paul-contre-lingerence-et.html,"The Honourable Dominic LeBlanc, Minister of Public Safety, Democratic Institutions, and Intergovernmental Affairs, announced that the measures brought in to protect by-elections from any potential foreign interference will be applied to the Toronto-St. Paul’s electoral district by-election to be held on June 24, 2024. ","L’honorable Dominic LeBlanc, ministre de la Sécurité publique, des Institutions démocratiques et des Affaires intergouvernementales, a annoncé que les mesures introduites pour protéger les élections partielles contre toute tentative potentielle d’ingérence étrangère seront mises en œuvre lors de l’élection partielle dans la circonscription de Toronto-St. Paul, qui aura lieu le 24 juin 2024.",,,general public,grand public,news releases,communiqués de presse,Democratic Institutions,Institutions démocratiques,"Canada, Ontario, Ottawa","Canada, Ontario, Ottawa",Hon. Dominic LeBlanc,L'hon. Dominic LeBlanc,How government works,Comment le gouvernement fonctionne,Government and Politics,Gouvernement et vie politique
2024-05-21 10:55:20,2024-05-21 10:55:20,Launch of public consultations on potential collection of information on country of smelt and cast for aluminum imports,https://www.canada.ca/en/global-affairs/news/2024/05/launch-of-public-consultations-on-potential-collection-of-information-on-country-of-smelt-and-cast-for-aluminum-imports.html,Lancement de consultations publiques sur la collecte potentielle de renseignements sur le pays de fusion et de moulage pour les importations d’aluminium,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/05/lancement-de-consultations-publiques-sur-la-collecte-potentielle-de-renseignements-sur-le-pays-de-fonte-et-de-coulage-pour-les-importations-daluminium.html,"The Government of Canada is committed to transparency in the collection and publication of data related to aluminum imports. Today, the Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development, announced that public consultations will begin on May 21, 2024, on next steps in the potential collection and publication of information on country of smelt and cast (CSC) for aluminum imports.","Le gouvernement du Canada s’est engagé à faire preuve de transparence dans la collecte et la publication des données relatives aux importations d’aluminium. Aujourd’hui, la ministre de la Promotion des exportations, du Commerce international et du Développement économique, l’honorable Mary Ng, a annoncé que des consultations publiques débuteront le 21 mai 2024 et porteront sur les prochaines étapes de la collecte et de la publication potentielles de renseignements sur le pays de fonte et de coulage (PFC) pour les importations d’aluminium.",Canada and the world,Canada et le monde,general public,grand public,news releases,communiqués de presse,Global Affairs Canada,Affaires mondiales Canada,United States of America,États-Unis,Hon. Mary Ng,L'hon. Mary Ng,Business and industry,Entreprises et industrie,"Economics and Industry, International trade, Trade","Commerce, Commerce extérieur, Économie et industrie"
2024-05-21 09:41:52,2024-05-21 09:41:52,Canada signs $78 million bilateral agreement to help residents of Newfoundland and Labrador age with dignity,https://www.canada.ca/en/health-canada/news/2024/05/canada-signs-78-million-bilateral-agreement-to-help-residents-of-newfoundland-and-labrador-age-with-dignity.html,Le Canada signe un accord bilatéral de 78 millions de dollars pour aider les résidents de Terre-Neuve-et-Labrador à vieillir dans la dignité,https://www.canada.ca/fr/sante-canada/nouvelles/2024/05/le-canada-signe-un-accord-bilateral-de-78-millions-de-dollars-pour-aider-les-residents-de-terre-neuve-et-labrador-a-vieillir-dans-la-dignite.html,"Today, the Honourable Seamus O’Regan Jr., Minister of Labour and Seniors, on behalf of the Honourable Mark Holland, Canada’s Minister of Health, and the Honourable Tom Osborne, Newfoundland and Labrador’s Minister of Health and Community Services, announced a bilateral agreement to invest $78 million over the next five years to help residents of Newfoundland and Labrador age with dignity.","Aujourd’hui, l’honorable Seamus O’Regan Jr., ministre du Travail et des Aînés, au nom de l’honorable Mark Holland, ministre de la Santé du Canada, et l’honorable Tom Osborne, ministre de la Santé et des Services communautaires de Terre-Neuve-et-Labrador, ont annoncé un accord bilatéral prévoyant un investissement de 78 millions de dollars sur les 5 prochaines années pour aider les résidents de Terre-Neuve-et-Labrador à vieillir dans la dignité.",,,general public,grand public,news releases,communiqués de presse,Health Canada,Santé Canada,"Atlantic, Canada, Newfoundland and Labrador","Atlantique, Canada, Terre-Neuve-et-Labrador",Hon. Mark Holland,L'hon. Mark Holland,Health,Santé,Health and Safety,Santé et sécurité
2024-05-21 09:40:42,2024-05-21 09:40:42,Artemis Accords for sustainable space exploration - Canada welcomes partners from around the world,https://www.canada.ca/en/space-agency/news/2024/05/artemis-accords-for-sustainable-space-exploration---canada-welcomes-partners-from-around-the-world.html,Les accords Artemis pour l’exploration spatiale durable : le Canada accueille des partenaires du monde entier,https://www.canada.ca/fr/agence-spatiale/nouvelles/2024/05/les-accords-artemis-pour-lexploration-spatiale-durable--le-canada-accueille-des-partenaires-du-monde-entier.html,"Today, Parliamentary Secretary to the Minister of Diversity, Inclusion and Persons with Disabilities Sameer Zuberi, Canadian Space Agency (CSA) President Lisa Campbell and NASA Deputy Administrator Pamela Melroy kicked-off the 2nd edition of the Artemis Accords Workshop at the John H. Chapman Space Centre (CSA Headquarters). The Artemis Accords represent a set of non-binding principles designed to guide peaceful and sustainable civil space exploration for the benefit of humanity. ","Sameer Zuberi, secrétaire parlementaire de la ministre de la Diversité, de l’Inclusion et des Personnes en situation de handicap, la présidente de l’Agence spatiale canadienne (ASC) Lisa Campbell et l’administratrice adjointe de la NASA Pam Melroy ont donné aujourd’hui le coup d’envoi du deuxième atelier sur les accords Artemis au centre spatial John H. Chapman (siège de l’ASC). Les accords Artemis forment un ensemble de principes non contraignants visant à encadrer les activités d’exploration spatiale pour qu’elles soient réalisées d’une manière pacifique et durable pour le bien de l’humanité.",,,media,médias,news releases,communiqués de presse,Canadian Space Agency,Agence spatiale canadienne,"Canada, Longueuil, Quebec","Canada, Longueuil, Québec",,,Science and innovation,Science et innovation,Science and Technology,Sciences et technologie
2024-05-21 09:34:57,2024-05-21 09:34:57,Minister Champagne highlights major Boeing investment in Quebec’s new aerospace innovation zone,https://www.canada.ca/en/innovation-science-economic-development/news/2024/05/minister-champagne-highlights-major-boeing-investment-in-quebecs-new-aerospace-innovation-zone.html,Le ministre Champagne souligne un investissement majeur de Boeing dans la nouvelle zone d’innovation en aérospatiale du Québec ,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/05/le-ministre-champagne-souligne-un-investissement-majeur-de-boeing-dans-la-nouvelle-zone-dinnovation-en-aerospatiale-du-quebec.html,"Today, the Honourable François-Philippe Champagne, Minister of Innovation, Science and Industry, welcomed an important Boeing investment in Quebec’s new aerospace innovation zone in the Montréal region.","Aujourd’hui, le ministre de l’Innovation, des Sciences et de l’Industrie, l’honorable François-Philippe Champagne, a salué un investissement important effectué par Boeing dans la nouvelle zone d’innovation en aérospatiale du Québec, établie dans la région de Montréal.  ",,,general public,grand public,news releases,communiqués de presse,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. François-Philippe Champagne,L'hon. François-Philippe Champagne,Business and industry,Entreprises et industrie,Economics and Industry,Économie et industrie
2024-05-21 09:00:31,2024-05-21 09:00:31,Minister Joly announces additional sanctions in response to Russia’s war of aggression against Ukraine,https://www.canada.ca/en/global-affairs/news/2024/05/minister-joly-announces-additional-sanctions-in-response-to-russias-war-of-aggression-against-ukraine.html,La ministre Joly annonce des sanctions supplémentaires en réponse à la guerre d’agression menée par la Russie contre l’Ukraine,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/05/la-ministre-joly-annonce-des-sanctions-supplementaires-en-reponse-a-la-guerre-dagression-menee-par-la-russie-contre-lukraine.html,"The Honourable Mélanie Joly, Minister of Foreign Affairs, today announced that Canada is imposing additional sanctions on two individuals and six entities under the Special Economic Measures (Russia) Regulations. These sanctions are being imposed in coordination with Canada’s international partners.","La ministre des Affaires étrangères, l’honorable Mélanie Joly, a annoncé aujourd’hui que le Canada impose des sanctions supplémentaires à deux personnes et à six entités en vertu du Règlement sur les mesures économiques spéciales visant la Russie. Ces sanctions sont imposées en coordination avec les partenaires internationaux du Canada ",,,general public,grand public,news releases,communiqués de presse,Global Affairs Canada,Affaires mondiales Canada,"Democratic People's Republic of Korea, Russian Federation, Ukraine","Russie, République populaire démocratique de Corée (Corée du Nord), Ukraine",Hon. Mélanie Joly,L'hon. Mélanie Joly,Canada and the world,Canada et le monde,"Foreign affairs, Government and Politics","Affaires étrangères, Gouvernement et vie politique"
2024-05-21 09:00:00,2024-05-21 09:00:00,Statement by Minister Khera on World Day for Cultural Diversity for Dialogue and Development,https://www.canada.ca/en/canadian-heritage/news/2024/05/statement-by-minister-khera-on-world-day-for-cultural-diversity-for-dialogue-and-development.html,Déclaration de la ministre Khera à l’occasion de la Journée mondiale de la diversité culturelle pour le dialogue et le développement,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/05/declaration-de-la-ministre-khera-a-loccasion-de-la-journee-mondiale-de-la-diversite-culturelle-pour-le-dialogue-et-le-developpement.html,"Today, we proudly celebrate World Day for Cultural Diversity for Dialogue and Development, highlighting the world’s rich heritage.","Aujourd’hui, nous célébrons avec fierté la Journée mondiale de la diversité culturelle pour le dialogue et le développement, qui met en lumière la richesse du patrimoine mondial",,,general public,grand public,statements,déclarations,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Kamal Khera,L'hon. Kamal Khera,"Canadian identity and society, Culture, history and sport, Multiculturalism","Culture, histoire et sport, Identité canadienne et société, Multiculturalisme","Multiculturalism, Society and Culture","Multiculturalisme, Société et culture"
2024-05-21 00:00:54,2024-05-21 00:00:54,Community applications now open for new rural and Francophone immigration pilots,https://www.canada.ca/en/immigration-refugees-citizenship/news/2024/05/community-applications-now-open-for-new-rural-and-francophone-immigration-pilots.html,Ouverture du processus de candidature des communautés pour les nouveaux programmes pilotes dans les communautés rurales et francophones,https://www.canada.ca/fr/immigration-refugies-citoyennete/nouvelles/2024/05/ouverture-du-processus-de-candidature-des-communautes-pour-les-nouveaux-programmes-pilotes-dans-les-communautes-rurales-et-francophones.html,"Rural and Francophone minority communities are key to both Canada’s long-term growth and our linguistic vitality. However, these communities face unique economic and demographic challenges. That is why the Government of Canada is launching two new pilots this fall to attract the skilled workers they need to grow their economies and communities.","Les communautés rurales et francophones en situation minoritaire sont essentielles à la croissance à long terme du Canada, ainsi qu’à notre vitalité linguistique. Cependant, ces communautés sont confrontées à des défis économiques et démographiques uniques. C’est pourquoi le gouvernement du Canada lance deux nouveaux programmes pilotes cet automne afin d’attirer les travailleurs qualifiés dont les communautés ont besoin pour assurer leur croissance économique et démographique.",,,general public,grand public,news releases,communiqués de presse,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",Canada,Canada,Hon. Marc Miller,L'hon. Marc Miller,Immigration and citizenship,Immigration et citoyenneté,Government and Politics,Gouvernement et vie politique
2024-05-20 16:00:00,2024-05-20 16:00:00,Major assault of an inmate at Port-Cartier Institution,https://www.canada.ca/en/correctional-service/news/2024/05/major-assault-of-an-inmate-at-port-cartier-institution.html,Agression majeure contre un détenu à l’Établissement de Port-Cartier,https://www.canada.ca/fr/service-correctionnel/nouvelles/2024/05/agression-majeure-contre-un-detenu-a-letablissement-de-port-cartier.html,"On May 19, 2024, an inmate was the victim of a major assault at Port-Cartier Institution, a maximum-security federal institution.","Le 19 mai 2024, un détenu a été victime d’agression majeure à l’Établissement de Port-Cartier, un établissement fédéral à sécurité maximale.",,,"general public, media","grand public, médias",news releases,communiqués de presse,Correctional Service Canada,Service correctionnel Canada,Canada,Canada,Hon. Dominic LeBlanc,L'hon. Dominic LeBlanc,"Correctional facilities and security, Corrections, Policing, justice and emergencies","Installations et sécurité, Services correctionnels, Services de police, justice et urgences","Health and Safety, Public safety, Safety","Santé et sécurité, Sécurité, Sécurité publique"
2024-05-20 15:00:00,2024-05-20 15:00:00,Minister Champagne to participate in announcement at the International Aerospace Innovation Forum in Montréal,https://www.canada.ca/en/innovation-science-economic-development/news/2024/05/minister-champagne-to-participate-in-announcement-at-the-international-aerospace-innovation-forum-in-montreal.html,Le ministre Champagne participera à une annonce lors du Forum innovation aérospatiale international à Montréal,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/05/le-ministre-champagne-participera-a-une-annonce-lors-du-forum-innovation-aerospatiale-international-a-montreal.html,"The Honourable François-Philippe Champagne, Minister of Innovation, Science and Industry, will be at the International Aerospace Innovation Forum, organized by Aéro Montréal, where he will participate in an announcement in support of the aerospace industry. ","Le ministre de l’Innovation, des Sciences et de l’Industrie, l’honorable François-Philippe Champagne, participera au Forum innovation aérospatiale international organisé par Aéro Montréal où il participera à une annonce pour l’industrie aérospatiale.",,,general public,grand public,media advisories,avis aux médias,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada","Canada, Montréal, Quebec","Canada, Montréal, Québec",Hon. François-Philippe Champagne,L'hon. François-Philippe Champagne,Business and industry,Entreprises et industrie,Economics and Industry,Économie et industrie
2024-05-20 14:00:10,2024-05-20 14:00:10,Weekly Update on the Government’s Economic Plan,https://www.canada.ca/en/department-finance/news/2024/05/weekly-update-on-the-governments-economic-plan0.html,Le point hebdomadaire sur le plan économique du gouvernement,https://www.canada.ca/fr/ministere-finances/nouvelles/2024/05/le-point-hebdomadaire-sur-le-plan-economique-du-gouvernement0.html,"The Deputy Prime Minister will provide an update on the government’s economic plan. She will be joined by the Minister of Health, Mark Holland, and the Minister of Employment, Workforce Development and Official Languages, Randy Boissonnault. ","La vice-première ministre fera une mise à jour sur le plan économique du gouvernement. Elle sera accompagnée du ministre de la Santé, Mark Holland, et du ministre de l’Emploi, du Développement de la main-d’œuvre et des Langues officielles, Randy Boissonnault.",,,general public,grand public,media advisories,avis aux médias,Department of Finance Canada,Ministère des Finances Canada,Canada,Canada,Hon. Chrystia Freeland,L'hon. Chrystia Freeland,Money and finances,Argent et finances,Economics and Industry,Économie et industrie
