PUBDATE,TITLE_TEXT_EN,TITLE_URL_EN,TITLE_TEXT_FR,TITLE_URL_FR,TEASER_EN,TEASER_FR,ADDITIONAL_TOPICS_EN,ADDITIONAL_TOPICS_FR,AUDIENCE_EN,AUDIENCE_FR,TYPE_EN,TYPE_FR,DEPT_EN,DEPT_FR,LOCATION_EN,LOCATION_FR,MINISTER_EN,MINISTER_FR,TOPIC_EN,TOPIC_FR,SUBJECT_EN,SUBJECT_FR
2024-06-15 10:38:15,Minister Champagne to participate in a discussion at the Canadian Telecom Summit,https://www.canada.ca/en/innovation-science-economic-development/news/2024/06/minister-champagne-to-participate-in-a-discussion-at-the-canadian-telecom-summit.html,Le ministre Champagne participera à une discussion au Sommet canadien des télécommunications,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/06/le-ministre-champagne-participera-a-une-discussion-au-sommet-canadien-des-telecommunications.html,"The Honourable François-Philippe Champagne, Minister of Innovation, Science and Industry, will participate in a discussion at the Canadian Telecom Summit.","Le ministre de l’Innovation, des Sciences et de l’Industrie, l’honorable François-Philippe Champagne, participera à une discussion au Sommet canadien des télécommunications.",,,general public,grand public,media advisories,avis aux médias,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada","Canada, Ontario, Toronto","Canada, Ontario, Toronto",Hon. François-Philippe Champagne,L'hon. François-Philippe Champagne,Business and industry,Entreprises et industrie,"Communications, Economics and Industry, Information and Communications, Telecommunications","Communications, Information et communication, Télécommunications, Économie et industrie"
2024-06-15 09:30:00,Statement by Minister Khera on Eid al-Adha,https://www.canada.ca/en/canadian-heritage/news/2024/06/statement-by-minister-khera-on-eid-al-adha.html,Déclaration de la ministre Khera à l’occasion de l’Aïd al-Adha,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/06/declaration-de-la-ministre-khera-a-loccasion-de-laid-al-adha.html,The Government of Canada marks Eid al-Adha,Le gouvernement du Canada souligne l’Aïd al-Adha,,,general public,grand public,statements,déclarations,Canadian Heritage,Patrimoine canadien,Canada,Canada,,,"Culture, history and sport","Culture, histoire et sport","Religion, Society and Culture","Religion, Société et culture"
2024-06-15 09:00:00,Ministers O’Regan and Saks mark World Elder Abuse Awareness Day,https://www.canada.ca/en/employment-social-development/news/2024/06/ministers-oregan-and-saks-mark-world-elder-abuse-awareness-day.html,Les ministres O’Regan et Saks soulignent la Journée mondiale de sensibilisation à la maltraitance des personnes âgées,https://www.canada.ca/fr/emploi-developpement-social/nouvelles/2024/06/les-ministres-oregan-et-saks-soulignent-la-journee-mondiale-de-sensibilisation-a-la-maltraitance-des-personnes-agees.html,"The Minister of Labour and Seniors, Seamus O’Regan Jr., and the Minister of Mental Health and Addictions and Associate Minister of Health, Ya’ara Saks, issued the following statement on World Elder Abuse Awareness Day.","Le ministre du Travail et des Aînés, l’honorable Seamus O’Regan Jr., et la ministre de la Santé mentale et des Dépendances et ministre associée de la Santé, l’honorable Ya’ara Saks, ont publié la déclaration suivante à l’occasion de la Journée mondiale de sensibilisation à la maltraitance des personnes âgées.",,,"general public, government, media, seniors","aînés, gouvernement, grand public, médias",statements,déclarations,Employment and Social Development Canada,Emploi et Développement social Canada,Canada,Canada,,,"Government priorities, How government works","Comment le gouvernement fonctionne, Priorités du gouvernement","Adults, Awareness, Elder abuse, Persons, Processes, Seniors, Social problems, Society and Culture, Violence","Adulte, Aîné, Liens et fonctions, Personnes, Problème social, Sensibilisation, Société et culture, Violence, Violence faite aux personnes âgées"
2024-06-14 20:23:54,Escape from Grande Cache Institution,https://www.canada.ca/en/correctional-service/news/2024/06/escape-from-grande-cache-institution.html,Évasion de l’Établissement de Grande Cache,https://www.canada.ca/fr/service-correctionnel/nouvelles/2024/06/evasion-de-letablissement-de-grande-cache.html,"On June 14, 2024, at 3:27 p.m. inmate Kevin Sider escaped from Grande Cache Institution, a medium-security federal institution, while on work assignment within the institutional property.","Le 14 juin 2024, à 15 h 27, le détenu Kevin Sider s’est évadé de l’Établissement de Grande Cache, un établissement fédéral à sécurité moyenne, alors qu’il était en affection de travail sur la propriété de l’établissement.",,,"general public, media","grand public, médias",news releases,communiqués de presse,Correctional Service Canada,Service correctionnel Canada,"Alberta, Canada, Prairies","Alberta, Canada, Prairies",,,"Correctional facilities and security, Corrections, Policing, justice and emergencies","Installations et sécurité, Services correctionnels, Services de police, justice et urgences","Correctional institutions, Law","Droit, Établissement pénitentiaire"
2024-06-14 19:30:56,Revitalizing the Stage: Huron Country Playhouse Set for Renovation,https://www.canada.ca/en/office-infrastructure/news/2024/06/revitalizing-the-stage-huron-country-playhouse-set-for-renovation.html,Revitaliser la scène : des travaux de rénovation pour la Huron Country Playhouse ,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2024/06/revitaliser-la-scene--des-travaux-de-renovation-pour-la-huron-country-playhouse.html,"Improvements to the Huron Country Playhouse will enhance its facilities after an investment of more than $880,000 from the federal government through the Green and Inclusive Community Buildings (GICB) program. ","Grâce à un investissement de plus de 880 000 $ du gouvernement fédéral dans le cadre du programme Bâtiments communautaires verts et inclusifs (BCVI), des travaux d’amélioration seront effectués aux installations de la Huron Country Playhouse. ","Energy, Environment and natural resources, Fuel and energy efficiency","Carburant et efficacité énergétique, Environnement et ressources naturelles, Énergie","general public, government, media","gouvernement, grand public, médias",news releases,communiqués de presse,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Huron, Ontario","Canada, Huron, Ontario",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-06-14 16:30:40,"Government of Canada appoints Canada Mortgage and Housing Corporation President, Chair of the Board of Directors, and new Board members",https://www.canada.ca/en/office-infrastructure/news/2024/06/government-of-canada-appoints-canada-mortgage-and-housing-corporation-president-chair-of-the-board-of-directors-and-new-board-members0.html,"Le gouvernement du Canada nomme la présidente, le président du conseil d’administration et les nouveaux administrateurs de la Société canadienne d’hypothèques et de logement",https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2024/06/le-gouvernement-du-canada-nomme-la-presidente-le-president-du-conseil-dadministration-et-les-nouveaux-administrateurs-de-la-societe-canadienne-dhyp0.html,"Today, the Honourable Sean Fraser, Minister of Housing, Infrastructure, and Communities, announced the appointment of Coleen Volk as President and Chief Executive Officer (CEO) of Canada Mortgage and Housing Corporation (CMHC), as well as the appointment of Don Iveson as Chair of the Board of Directors.","Aujourd’hui, l’honorable Sean Fraser, ministre du Logement, de l’Infrastructure et des Collectivités, a annoncé la nomination de Coleen Volk au poste de présidente et première dirigeante de la Société canadienne d’hypothèques et de logement (SCHL), ainsi que la nomination de Don Iveson au poste de président du conseil d’administration.",,,"general public, government, media","gouvernement, grand public, médias",news releases,communiqués de presse,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Ontario, Ottawa","Canada, Ontario, Ottawa",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-06-14 16:30:21,"Backgrounder: Government of Canada appoints Canada Mortgage and Housing Corporation President, Chair of the Board of Directors, and new Board members",https://www.canada.ca/en/office-infrastructure/news/2024/06/government-of-canada-appoints-canada-mortgage-and-housing-corporation-president-chair-of-the-board-of-directors-and-new-board-members.html,"Document d'information: Le gouvernement du Canada nomme la présidente, le président du conseil d’administration et les nouveaux administrateurs de la Société canadienne d’hypothèques et de logement",https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2024/06/le-gouvernement-du-canada-nomme-la-presidente-le-president-du-conseil-dadministration-et-les-nouveaux-administrateurs-de-la-societe-canadienne-dhyp.html,"Government of Canada appoints Canada Mortgage and Housing Corporation President, Chair of the Board of Directors, and new Board members","Le gouvernement du Canada nomme la présidente, le président du conseil d’administration et les nouveaux administrateurs de la Société canadienne d’hypothèques et de logement",,,"general public, government, media","gouvernement, grand public, médias",backgrounders,documents d'information,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Ontario, Ottawa","Canada, Ontario, Ottawa",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-06-14 15:56:35,Canada announces support for Phase II of Refugee Education Council ,https://www.canada.ca/en/global-affairs/news/2024/06/canada-announces-support-for-phase-ii-of-refugee-education-council.html,Le Canada annonce son soutien à la phase II du Conseil de l’éducation des réfugiés ,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/06/le-canada-annonce-son-soutien-a-la-phase-ii-du-conseil-de-leducation-des-refugies.html,"Refugees and displaced people, particularly girls, are disproportionately impacted by the current global education crisis and are in urgent need of improved access to high quality education. ","Les personnes réfugiées et déplacées, en particulier les filles, sont touchées de manière disproportionnée par la crise mondiale actuelle de l’éducation et ont un besoin urgent d’un accès accru à une éducation de haute qualité. ",,,general public,grand public,news releases,communiqués de presse,Global Affairs Canada,Affaires mondiales Canada,Canada,Canada,Hon. Ahmed D. Hussen,L'hon. Ahmed D. Hussen,Canada and the world,Canada et le monde,"Development, International development, Processes","Développement, Développement international, Liens et fonctions"
2024-06-14 15:29:37,New Chief Commissioner of the Canadian Human Rights Commission appointed by Minister of Justice,https://www.canada.ca/en/department-justice/news/2024/06/new-chief-commissioner-of-the-canadian-human-rights-commission-appointed-by-minister-of-justice.html,Le ministre de la Justice annonce la nomination du nouveau président de la Commission canadienne des droits de la personne,https://www.canada.ca/fr/ministere-justice/nouvelles/2024/06/le-ministre-de-la-justice-annonce-la-nomination-du-nouveau-president-de-la-commission-canadienne-des-droits-de-la-personne.html,"The Honourable Arif Virani, Minister of Justice and Attorney General of Canada, today announced the appointment of Birju Dattani as Chief Commissioner of the Canadian Human Rights Commission (CHRC). ",Le ministre de la Justice annonce la nomination du nouveau président de la Commission canadienne des droits de la personne,,,general public,grand public,news releases,communiqués de presse,Department of Justice Canada,Ministère de la Justice Canada,Canada,Canada,Hon. Arif Virani,L'hon. Arif Virani,"Justice, Policing, justice and emergencies","Justice, Services de police, justice et urgences",Law,Droit
2024-06-14 15:16:26,Expanding high-speed Internet access in Alberta,https://www.canada.ca/en/innovation-science-economic-development/news/2024/06/expanding-high-speed-internet-access-in-alberta.html,Expansion de l’accès à Internet haute vitesse en Alberta,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/06/expansion-de-lacces-a-internet-haute-vitesse-en-alberta.html,"Combined federal and provincial investment of $153 million will connect more than 14,400 homes to high-speed Internet",Un investissement fédéral-provincial combiné de 153 millions de dollars permettra de brancher plus de 14 400 foyers à Internet haute vitesse,,,general public,grand public,news releases,communiqués de presse,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. Gudie Hutchings,L'hon. Gudie Hutchings,Business and industry,Entreprises et industrie,Economics and Industry,Économie et industrie
2024-06-14 15:16:19,Backgrounder: Governments of Canada and Alberta to bring high-speed Internet access to communities across the province,https://www.canada.ca/en/innovation-science-economic-development/news/2024/06/backgrounder-governments-of-canada-and-alberta-to-bring-high-speed-internet-access-to-communities-across-the-province.html,Document d’information : Les gouvernements du Canada et de l’Alberta brancheront des communautés de la province à Internet haute vitesse,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/06/document-dinformation--les-gouvernements-du-canada-et-de-lalberta-brancheront-des-communautes-de-la-province-a-internet-haute-vitesse.html,"On June 14, 2024, the Honourable Gudie Hutchings, Minister of Rural Economic Development and Minister responsible for the Atlantic Canada Opportunities Agency, together with the Honourable Nate Glubish, Alberta’s Minister of Technology and Innovation, announced over $153 million in combined federal and provincial funding to bring high-speed Internet access to over 14,400 underserved households in rural and remote communities across Alberta. The federal contribution was made under the Universal Broadband Fund (UBF).","Le 14 juin 2024, la ministre du Développement économique rural et ministre responsable de l’Agence de promotion économique du Canada atlantique, l’honorable Gudie Hutchings, a annoncé, de concert avec le ministre des Technologies et de l’Innovation de l’Alberta, l’honorable Nate Glubish, l’octroi d’un financement fédéral-provincial de plus de 153 millions de dollars pour donner accès à Internet haute vitesse à plus de 14 400 foyers mal desservis de communautés rurales et éloignées de l’Alberta. La contribution fédérale est versée au titre du Fonds pour la large bande universelle (FLBU).",,,general public,grand public,backgrounders,documents d'information,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. Gudie Hutchings,L'hon. Gudie Hutchings,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
2024-06-14 15:04:37,Minister Blair concludes productive visit to Brussels for Ukraine Defense Contact Group meeting and NATO Defence Ministers’ meeting,https://www.canada.ca/en/department-national-defence/news/2024/06/minister-blair-concludes-productive-visit-to-brussels-for-ukraine-defense-contact-group-meeting-and-nato-defence-ministers-meeting.html,Le ministre Blair conclut une visite fructueuse à Bruxelles dans le cadre de la réunion du Groupe de contact sur la défense de l’Ukraine et de la rencontre des ministres de la Défense de l’OTAN,https://www.canada.ca/fr/ministere-defense-nationale/nouvelles/2024/06/le-ministre-blair-conclut-une-visite-fructueuse-a-bruxelles-dans-le-cadre-de-la-reunion-du-groupe-de-contact-sur-la-defense-de-lukraine-et-de-la-re.html,"Today, the Honourable Bill Blair, Minister of National Defence, concluded a productive visit to Brussels, Belgium, where he participated in the 23rd Ukraine Defense Contact Group (UDCG) meeting and a meeting of North Atlantic Treaty Organization (NATO) Defence Ministers, including a meeting of the NATO-Ukraine Council in Defence Ministers format","Aujourd’hui, l’honorable Bill Blair, ministre de la Défense nationale, a conclu une visite fructueuse à Bruxelles, en Belgique, où il a pris part à la 23e réunion du Groupe de contact sur la défense de l’Ukraine et à une rencontre des ministres de la Défense de l’Organisation du Traité de l’Atlantique Nord (OTAN), y compris à une réunion du Conseil OTAN Ukraine au niveau des ministres de la Défense",,,general public,grand public,news releases,communiqués de presse,National Defence,Défense nationale,Canada,Canada,,,National security and defence,Sécurité nationale et défense,Military,Histoire et science militaire
2024-06-14 15:00:20,Message from the Minister of Health and the Minister of Sport and Physical Activity for Stroke Awareness Month,https://www.canada.ca/en/public-health/news/2024/06/message-from-the-minister-of-health-and-the-minister-of-sport-and-physical-activity-for-stroke-awareness-month.html,Message du ministre de la Santé et de la ministre des Sports et de l'Activité physique à l'occasion du Mois de sensibilisation aux accidents vasculaires cérébraux,https://www.canada.ca/fr/sante-publique/nouvelles/2024/06/message-du-ministre-de-la-sante-et-de-la-ministre-des-sports-et-de-lactivite-physique-a-loccasion-du-mois-de-sensibilisation-aux-accidents-vasculai.html,"June marks Stroke Awareness Month in Canada, which is an opportunity for everyone to learn the signs and symptoms of a stroke and understand how we can reduce our risk of having a stroke.","Juin est le Mois de sensibilisation aux accidents vasculaires cérébraux au Canada, une occasion pour chacun de s’informer sur les signes et les symptômes d’un accident vasculaire cérébral (AVC) et de mieux comprendre comment réduire le risque d’AVC.",,,general public,grand public,statements,déclarations,Public Health Agency of Canada,Agence de la santé publique du Canada,Canada,Canada,"Hon. Carla Qualtrough, Hon. Mark Holland","L'hon. Carla Qualtrough, L'hon. Mark Holland","Health, Healthy living","Santé, Vie saine","Health and Safety, Health promotion","Promotion de la santé, Santé et sécurité"
2024-06-14 15:00:00,Samuel De Champlain Bridge: Special Illumination for World Blood Donor Day,https://www.canada.ca/en/office-infrastructure/news/2024/06/samuel-de-champlain-bridge-special-illumination-for-world-blood-donor-day.html,Pont Samuel-De Champlain : Illumination spéciale pour la Journée mondiale du donneur de sang,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2024/06/pont-samuel-de-champlain--illumination-speciale-pour-la-journee-mondiale-du-donneur-de-sang.html,"Tonight, the Samuel De Champlain Bridge will be lit up in red from sunset to 10 p.m. to highlight World Blood Donor Day.","Ce soir, le pont Samuel-De Champlain sera illuminé en rouge, du coucher du soleil jusqu’à 22 h, pour souligner la Journée mondiale du donneur de sang.",,,"general public, government, media","gouvernement, grand public, médias",media advisories,avis aux médias,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Montréal, Quebec","Canada, Montréal, Québec",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-06-14 14:32:00,Seizure of contraband at Drumheller Institution medium security unit – medium security unit,https://www.canada.ca/en/correctional-service/news/2024/06/seizure-of-contraband-at-drumheller-institution-medium-security-unit--medium-security-unit.html,Saisie d’objets interdits à l’Établissement de Drumheller: unité à sécurité moyenne,https://www.canada.ca/fr/service-correctionnel/nouvelles/2024/06/saisie-dobjets-interdits-a-letablissement-de-drumheller-unite-a-securite-moyenne.html,"On June 10, 2024, as a result of the vigilance of staff members, a package containing contraband was seized on the perimeter of the medium-security unit at Drumheller Institution. ","Le 10 juin 2024, grâce à la vigilance du personnel, un colis contenant des objets interdits a été saisi sur le périmètre de l’unité à sécurité moyenne de l’Établissement de Drumheller.",,,"general public, media","grand public, médias",news releases,communiqués de presse,Correctional Service Canada,Service correctionnel Canada,"Canada, Prairies","Canada, Prairies",,,"Correctional facilities and security, Corrections, Policing, justice and emergencies","Installations et sécurité, Services correctionnels, Services de police, justice et urgences","Health and Safety, Public safety, Safety","Santé et sécurité, Sécurité, Sécurité publique"
2024-06-14 13:30:43,The government of Canada invests in a new mutual aid service wing dedicated to self-help services at the Patro Laval community centre,https://www.canada.ca/en/office-infrastructure/news/2024/06/the-government-of-canada-invests-in-a-new-mutual-aid-service-wing-dedicated-to-self-help-services-at-the-patro-laval-community-centre.html,Le gouvernement canadien investit dans la construction d'une nouvelle aile dédiée aux services d'entraide du centre communautaire Patro Laval,https://www.canada.ca/fr/bureau-infrastructure/nouvelles/2024/06/le-gouvernement-canadien-investit-dans-la-construction-dune-nouvelle-aile-dediee-aux-services-dentraide-du-centre-communautaire-patro-laval.html,"The Patro Laval building will undergo renovations that will help improve support services to better meet the diverse needs of the Saint-Sauveur neighbourhood by strengthening community ties while promoting well-being thanks to an investment of $857,176 from the government of Canada.",L’aménagement du bâtiment du Patro Laval permettra d’améliorer les services d'entraide afin de répondre aux besoins divers de la communauté du quartier Saint-Sauveur en renforçant les liens communautaires et en favorisant le mieux-être grâce à un investissement de 857 176 $ du gouvernement canadien. ,"Energy, Environment and natural resources, Fuel and energy efficiency","Carburant et efficacité énergétique, Environnement et ressources naturelles, Énergie","general public, government, media","gouvernement, grand public, médias",news releases,communiqués de presse,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Quebec, Québec","Canada, Québec",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-06-14 12:44:39,Full closure of Des Joachims Bridge,https://www.canada.ca/en/public-services-procurement/news/2024/06/full-closure-of-des-joachims-bridge0.html,Fermeture complète du pont des Joachims,https://www.canada.ca/fr/services-publics-approvisionnement/nouvelles/2024/06/fermeture-complete-du-pont-des-joachims0.html,Public Services and Procurement Canada (PSPC) wishes to advise users of a full closure of the Des Joachims Bridge for repair work.,Services publics et Approvisionnement Canada (SPAC) souhaite informer les usagers d’une fermeture complète du pont des Joachims aux fins de travaux de réparation.,,,general public,grand public,media advisories,avis aux médias,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,"Canada, Ontario","Canada, Ontario",,,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure","Bridges, Transport","Pont, Transport"
2024-06-14 12:09:48,Canada to host 54th Annual Meeting of Board of Governors of Caribbean Development Bank,https://www.canada.ca/en/global-affairs/news/2024/06/canada-to-host-54th-annual-meeting-of-board-of-governors-of-caribbean-development-bank.html,Le Canada accueille la 54e réunion annuelle du Conseil des gouverneurs de la Banque de développement des Caraïbes,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/06/le-canada-accueille-la-54e-reunion-annuelle-du-conseil-des-gouverneurs-de-la-banque-de-developpement-des-caraibes.html,"Next week, from June 17 to June 20, 2024, Canada will host the 54th Annual Meeting of the Caribbean Development Bank (CDB) in Ottawa with the theme Partnerships for Resilient Prosperity to advance a common vision to address global threats such as climate change.","La semaine prochaine, du 17 au 20 juin 2024, le Canada accueillera à Ottawa la 54e réunion annuelle du Conseil des gouverneurs de la Banque de développement des Caraïbes (BDC), sous le thème « Des partenariats pour une prospérité résiliente », afin de promouvoir une vision commune pour faire face aux menaces mondiales comme les changements climatiques.",,,general public,grand public,news releases,communiqués de presse,Global Affairs Canada,Affaires mondiales Canada,Canada,Canada,Hon. Ahmed D. Hussen,L'hon. Ahmed D. Hussen,Canada and the world,Canada et le monde,Government and Politics,Gouvernement et vie politique
2024-06-14 12:00:00,Minister Qualtrough visits Special Olympics Ontario Rowing Program at Ottawa Rowing Club in support of community-based physical activity projects,https://www.canada.ca/en/public-health/news/2024/06/minister-qualtrough-visits-special-olympics-ontario-rowing-program-at-ottawa-rowing-club-in-support-of-community-based-physical-activity-projects.html,La ministre Qualtrough visite le programme d'aviron des Jeux olympiques spéciaux de l'Ontario au Ottawa Rowing Club pour soutenir des projets d'activité physique communautaires,https://www.canada.ca/fr/sante-publique/nouvelles/2024/06/la-ministre-qualtrough-visite-le-programme-daviron-des-jeux-olympiques-speciaux-de-lontario-au-ottawa-rowing-club-pour-soutenir-des-projets-dactivi.html,"Through Budget 2023, the Public Health Agency of Canada committed $10 million over two years towards ParticipACTION’s Let’s Get Moving initiative. Part of this initiative includes the Community Challenge program that encourages everyone to get active throughout the month of June. The Community Challenge provides organizations across Canada with grants to support physical activity programming.","Dans le cadre du budget de 2023, l’Agence de la santé publique du Canada s’est engagée à verser 10 millions de dollars sur deux ans à l’initiative « Soyons actifs » de ParticipACTION. Une partie de cette initiative comprend le défi « Ensemble, on bouge », qui encourage tout le monde à être actif pendant le mois de juin. Le défi « Ensemble, on bouge » offre aux organisations dans tout le Canada des subventions pour soutenir les programmes d’activité physique.",,,general public,grand public,news releases,communiqués de presse,Public Health Agency of Canada,Agence de la santé publique du Canada,Canada,Canada,Hon. Carla Qualtrough,L'hon. Carla Qualtrough,"Being active, Health, Healthy living","Santé, Vie saine, Être actif","Health and Safety, Health promotion","Promotion de la santé, Santé et sécurité"
2024-06-14 11:14:03,Minister MacAulay announces early list of Livestock Tax Deferral regions for 2024,https://www.canada.ca/en/agriculture-agri-food/news/2024/06/minister-macaulay-announces-early-list-of-livestock-tax-deferral-regions-for-2024.html,Le ministre MacAulay annonce une liste préliminaire des régions de report de l'impôt pour les éleveurs pour 2024,https://www.canada.ca/fr/agriculture-agroalimentaire/nouvelles/2024/06/le-ministre-macaulay-annonce-une-liste-preliminaire-des-regions-de-report-de-limpot-pour-les-eleveurs-pour-2024.html,The effects of climate change are having a direct and severe impact on farmers and their ability to earn a stable income. ,Les effets des changements climatiques ont une incidence directe et importante sur les agriculteurs et sur leur capacité à gagner un revenu stable. ,,,"general public, media, rural community","communauté rurale, grand public, médias",news releases,communiqués de presse,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,Canada,Canada,Hon. Lawrence MacAulay,L'hon. Lawrence MacAulay,Business and industry,Entreprises et industrie,Agriculture,Agriculture
2024-06-14 11:00:35,Minister Boissonnault to meet virtually with provincial and territorial labour market ministers,https://www.canada.ca/en/employment-social-development/news/2024/06/minister-boissonnault-to-meet-virtually-with-provincial-and-territorial-labour-market-ministers.html,Le ministre Boissonnault assistera à une rencontre virtuelle avec les ministres provinciaux et territoriaux responsables du marché du travail,https://www.canada.ca/fr/emploi-developpement-social/nouvelles/2024/06/le-ministre-boissonnault-assistera-a-une-rencontre-virtuelle-avec-les-ministres-provinciaux-et-territoriaux-responsables-du-marche-du-travail.html,"The Honourable Randy Boissonnault, Minister of Employment, Workforce Development and Official Languages, will meet virtually with provincial and territorial ministers on June 17, 2024, to discuss, for the second time this year, key priorities concerning Canada’s labour market and how ministers can work together to strengthen Canada’s workforce.","Le ministre de l’Emploi, du Développement de la main-d’œuvre et des Langues officielles, l’honorable Randy Boissonnault, assistera à une rencontre virtuelle avec les ministres provinciaux et territoriaux responsables du marché du travail, le 17 juin 2024, afin de discuter, pour la deuxième fois cette année, des principales priorités en ce qui concerne le marché du travail canadien et les façons dont les ministres peuvent collaborer pour renforcer le marché du travail au Canada. ",,,"general public, government, media","gouvernement, grand public, médias",media advisories,avis aux médias,Employment and Social Development Canada,Emploi et Développement social Canada,Canada,Canada,Hon. Randy Boissonnault,L'hon. Randy Boissonnault,"Government priorities, How government works","Comment le gouvernement fonctionne, Priorités du gouvernement","Labour, Labour market","Marché du travail, Travail, Travail et emploi"
2024-06-14 10:58:24,$245 million for economic development in Quebec’s rural communities,https://www.canada.ca/en/economic-development-quebec-regions/news/2024/06/245-million-for-economic-development-in-quebecs-rural-communities.html,245 millions de dollars pour le développement économique des collectivités rurales du Québec,https://www.canada.ca/fr/developpement-economique-regions-quebec/nouvelles/2024/06/245-millions-de-dollars-pour-le-developpement-economique-des-collectivites-rurales-du-quebec.html,"CED announces renewed agreements with SADCs, CAEs, Réseau des SADC et CAE and Capital Réseau.","DEC annonce le renouvellement des ententes avec les SADC, les CAE, le Réseau des SADC et CAE et Capital Réseau.","Business and industry, Getting business support and financing, Quebec business support, Regional business support, Starting a business","Entreprises et industrie, Lancer une entreprise, Obtenir du soutien et du financement pour votre entreprise, Organismes et services de soutien à l'entreprise, Soutien aux entreprises du Québec","business, general public, media, non-governmental organizations","entreprises, grand public, médias, organisations non gouvernementales",news releases,communiqués de presse,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,"Canada, Quebec","Canada, Québec",Hon. Soraya Martinez Ferrada,L'hon. Soraya Martinez Ferrada,Business and industry,Entreprises et industrie,"Development, Economic development, Economics and Industry, Processes, Regional development","Développement, Développement régional, Développement économique, Liens et fonctions, Économie et industrie"
2024-06-14 10:57:19,Opening statement to the House Finance Committee (FINA) by Interim Commissioner Werner Liedtke ,https://www.canada.ca/en/financial-consumer-agency/news/2024/06/opening-statement-to-the-house-finance-committee-fina-by-interim-commissioner-werner-liedtke.html,"Discours d’ouverture devant le Comité permanent des finances de la Chambre des communes (FINA) de Werner Liedtke, commissaire intérimaire",https://www.canada.ca/fr/agence-consommation-matiere-financiere/nouvelles/2024/06/discours-douverture-devant-le-comite-permanent-des-finances-de-la-chambre-des-communes-fina-de-werner-liedtke-commissaire-interimaire.html,Opening statement to the House Finance Committee (FINA) by Interim Commissioner Werner Liedtke    ,"Discours d’ouverture devant le Comité permanent des finances de la Chambre des communes (FINA) de Werner Liedtke, commissaire intérimaire ",,,"general public, government","gouvernement, grand public",speeches,discours,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Canada,Canada,,,Money and finances,Argent et finances,"Economics and Industry, Government and Politics","Gouvernement et vie politique, Économie et industrie"
2024-06-14 10:57:08,Opening statement to the Senate Standing Committee on National Finance (NFFN) by Interim Commissioner Werner Liedtke,https://www.canada.ca/en/financial-consumer-agency/news/2024/06/opening-statement-by-interim-commissioner-werner-liedtke.html,"Discours d’ouverture devant le Comité sénatorial permanent des finances nationales (NFFN) de Werner Liedtke, commissaire intérimaire",https://www.canada.ca/fr/agence-consommation-matiere-financiere/nouvelles/2024/06/discours-douverture-de-werner-liedtke-commissaire-interimaire.html,Opening statement to the Senate Standing Committee on National Finance (NFFN) by Interim Commissioner Werner Liedtke,"Discours d’ouverture devant le Comité sénatorial permanent des finances nationales (NFFN) de Werner Liedtke, commissaire intérimaire",,,"general public, government","gouvernement, grand public",speeches,discours,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Canada,Canada,,,Money and finances,Argent et finances,Government and Politics,Gouvernement et vie politique
