"owner","package_id","dataset_name","resource_id","resource_name"
"pc","59baa0f2-cae0-4fc9-bcc4-6a8b1497f764","Mammal Occurrence - Banff","c9d11da3-8489-4091-8755-5e5fad8a6b9d","Mammal Occurrence - Banff - Camera Parameters"
"pc","59fb63af-67ae-4495-9c05-d121360aaeb4","Parks Canada attendance 2024_25","35f76db5-3080-4b99-a343-884c221c9487","Parks Canada attendance 2024_25"
"pc","59fb63af-67ae-4495-9c05-d121360aaeb4","Parks Canada attendance 2024_25","cddc7f3f-fc7d-4436-89a4-004996cd8094","Parks Canada attendance 2024_25"
"pc","5a017fad-5179-4830-ac73-6ad7e9216473","Area Burned Condition Class - Mount Revelstoke","473217a9-ff56-4cda-9b8a-b383f164bbe5","Area Burned Condition Class - Mount Revelstoke"
"pc","5a017fad-5179-4830-ac73-6ad7e9216473","Area Burned Condition Class - Mount Revelstoke","042d6f88-101a-47af-9442-4aa0a7779a20","Area Burned Condition Class - Mount Revelstoke - Data Dictionary"
"pc","5a034977-1e2f-4669-946b-ba203eab5db5","Wetland extents - Kejimkujik","11532da6-4b92-460a-bafd-86380228bf87","Wetland Extents - Kejimkujik - Extent Data"
"pc","5a4e65ed-d7f0-48bc-8507-d733a62b0788","Wetland Invertebrates (Ants) - Cape Breton Highlands","9375dc19-d368-4541-97cc-d06c6efea891","Wetland Invertebrates (Ants) - Cape Breton Highlands - Data - 1"
"pc","5a4e65ed-d7f0-48bc-8507-d733a62b0788","Wetland Invertebrates (Ants) - Cape Breton Highlands","1330e0ae-77c6-4206-acfd-dfa6068b63bb","Wetland Invertebrates (Ants) - Cape Breton Highlands - Site Data - 2"
"pc","5a4e65ed-d7f0-48bc-8507-d733a62b0788","Wetland Invertebrates (Ants) - Cape Breton Highlands","8d498ee2-c849-4494-a33f-e7f5dd8c73a3","Wetland Invertebrates (Ants) - Cape Breton Highlands - Data Dictionary - 3"
"pc","5a53b878-5ec5-49ee-9e21-0d99a2687871","Stream Temperature - Cape Breton Highlands","d960ff35-e0cd-4f89-b1ec-dbe7a8da0b01","Stream Temperature - Cape Breton Highlands - Data - 1"
"pc","5a53b878-5ec5-49ee-9e21-0d99a2687871","Stream Temperature - Cape Breton Highlands","ddf0037b-13e2-45ff-9efb-bedb77f8f5b5","Stream Temperature - Cape Breton Highlands - Data - 2"
"pc","5a53b878-5ec5-49ee-9e21-0d99a2687871","Stream Temperature - Cape Breton Highlands","8dd39cf6-8052-46a7-8ef1-7184922bcb9a","Stream Temperature - Cape Breton Highlands - Data - 3"
"pc","5a53b878-5ec5-49ee-9e21-0d99a2687871","Stream Temperature - Cape Breton Highlands","8ed67128-112a-434a-b30a-588fe8f6aa5e","Stream Temperature - Cape Breton Highlands - Data - 4"
"pc","5a53b878-5ec5-49ee-9e21-0d99a2687871","Stream Temperature - Cape Breton Highlands","778c7d53-dbd7-4a72-92ba-f4d2a002579c","Stream Temperature - Cape Breton Highlands - Data Dictionary"
"pc","5a53b878-5ec5-49ee-9e21-0d99a2687871","Stream Temperature - Cape Breton Highlands","9d8539cf-3881-41a9-9757-a4c65f74761f","Stream Temperature - Cape Breton Highlands - Data - 5"
"cfia-acia","5a93e43d-6eb6-445e-a913-8f484dfea33d","Food Microbiology - Targeted Surveys - 2012 - 2016 Bacterial Pathogens on Mangoes and Papayas - Final Report","f5a3e185-76ea-4692-bbf0-e71033f60d5d","Food Microbiology - Targeted Surveys - 2012 - 2016 Bacterial Pathogens on Mangoes and Papayas - Final Report"
"lac-bac","5b29cbdf-2fec-40ea-bf49-3fc5c99abbd7","Calculation time to complete the evaluation of a private archive","5a3271a1-3acc-4692-b0f5-d7af6f44182f","Calculation time to complete the evaluation of a private archive"
"pc","5b347050-568c-46db-9b6d-46c15c65d395","Plant Productivity and Growing Season Change - Sirmilik","7646bf0a-046d-4b28-a6ac-9126fbb27068","Plant Productivity and Growing Season Change - Sirmilik"
"pc","5b8f8447-9ebf-4101-92e6-7f584663946d","Kootenay_NP_Freshwater_Amphibian Visual Surveys","096940ef-23d7-4d39-8c29-b9da5aa5f48e","Freshwater Amphibian Occupancy - Kootenay"
"pc","5b8f8447-9ebf-4101-92e6-7f584663946d","Kootenay_NP_Freshwater_Amphibian Visual Surveys","8d55ed2c-9a23-4f0a-8b78-35a2e6d4af6c","Freshwater Amphibian Occupancy - Kootenay - data dictionary"
"pc","5c43567d-a1aa-468d-8c51-6ca73d5d9132","Coastal_Tern_Mingan_Number of nest_Data","ffba279f-e0d8-441d-92aa-505371be1d44","Sterne number of nest in the coastal ecosystem- Mingan-Number of nest data"
"pc","5c43567d-a1aa-468d-8c51-6ca73d5d9132","Coastal_Tern_Mingan_Number of nest_Data","1400826d-dce8-4d09-87c2-658aea1a3a8f","Sterne number of nest in the coastal ecosystem- Mingan-Number of nest data_Data_dictionary"
"nrcan-rncan","5c598f1f-ec76-4de4-8fe4-82e05165fc49","TOPIC Open - Literature Review Module","de87ee25-b0f2-482b-9c69-3eb8ba82063d","Trait data"
"nrcan-rncan","5c598f1f-ec76-4de4-8fe4-82e05165fc49","TOPIC Open - Literature Review Module","1aaad66a-3af1-4699-9523-5d7d89971016","List of scientific references used"
"tc","5cb32773-e7b1-4681-b82a-43cc39778c1a","Small Commercial Vessel Registry","56067fb5-9a7d-4adf-a61e-32556a29bcfc","Small Commercial Vessel Registry - Dataset"
"tc","5cb32773-e7b1-4681-b82a-43cc39778c1a","Small Commercial Vessel Registry","b2075c43-6e50-40c0-a52c-e63306caa0cc","Small Commercial Vessel Registry - Dataset"
"pc","5d0558d1-0ae7-4c4f-b238-01f1dcfd669e","Salmonid Distribution (Electrofishing) - Cape Breton Highlands","8513cbd4-cd22-4355-bb73-a0906bcf7723","Salmonid Distribution (Electrofishing) - Cape Breton Highlands - Data - 1"
"pc","5d0558d1-0ae7-4c4f-b238-01f1dcfd669e","Salmonid Distribution (Electrofishing) - Cape Breton Highlands","5c93b48f-63e2-4581-84c1-a2a4cb8b9f4a","Salmonid Distribution (Electrofishing) - Cape Breton Highlands - Site Data - 2"
"pc","5d0558d1-0ae7-4c4f-b238-01f1dcfd669e","Salmonid Distribution (Electrofishing) - Cape Breton Highlands","999f35b6-105e-4993-8ee0-6e548fa91d5b","Salmonid Distribution (Electrofishing) - Cape Breton Highlands - Data Dictionary - 3"
"isc-sac","5d27d152-09d8-4303-adc4-0c46b4a9733b","Results of the mandatory minimum 5% Indigenous procurement target for fiscal year 2023-2024","a0dec98d-de1e-49b9-ad7f-ef61461b56e5","Results of the mandatory minimum 5% Indigenous procurement target for fiscal year 2023-2024"
"csa-asc","5d31f5b8-8bd6-48fc-aad8-f4f054f83a09","Astronautics Vocabulary","9ba4c185-2aab-4cf1-ab94-2045b9da1d05","Astronautics Voabulary"
"pc","5d386f70-d3db-4668-9537-52f8cae9e1db","Alpine Non - Native Vegetation Kootenay ","af9e620b-99cd-4739-9505-bdc00cb98132","Alpine Non - Native Vegetation Kootenay "
"pc","5d386f70-d3db-4668-9537-52f8cae9e1db","Alpine Non - Native Vegetation Kootenay ","fa9fc376-4307-4794-8403-2becfcb7bdfd","Alpine Non - Native Vegetation Kootenay - data dictionary"
"pc","5e78402d-f053-4c5b-84ea-5224fc166e11","Grassland vegetation community areal extent and distribution - Elk Island","04190e0c-cd0e-42ce-bbc2-bc554bef34a7","Grassland vegetation community areal extent and distribution - Elk Island"
"pc","5e78402d-f053-4c5b-84ea-5224fc166e11","Grassland vegetation community areal extent and distribution - Elk Island","227ca429-4506-4123-9ffc-137113819f9c","Grassland vegetation community areal extent and distribution - Elk Island - Data dictionary"
"pc","5e8d13ca-2af8-4335-b770-20b898a5b530","Active Layer - Quttinirpaaq","96ac4528-5b8c-40db-a0fc-d236c2c8ddd2","Active Layer - Quttinirpaaq - Circumpolar Active Layer Monitoring Grid Data - 1"
"pc","5e8d13ca-2af8-4335-b770-20b898a5b530","Active Layer - Quttinirpaaq","2ad42f51-86c2-4112-8276-357b45f1d142","Active Layer - Quttinirpaaq - Thermal Characteristics of the Active Layer Data - 2"
"pc","5e8d13ca-2af8-4335-b770-20b898a5b530","Active Layer - Quttinirpaaq","1eb7bb03-374a-42e4-912e-552d13f0175e","Active Layer - Quttinirpaaq - Characteristics of the Active Layer Data - 3"
"nrcan-rncan","5f0e4a20-f6b5-4549-b34a-46cf72c103fd","TOPIC Sudbury - Leaf traits","2a57a675-f619-4420-b5a9-39d2e9deb193","Traits data"
"nrcan-rncan","5f0e4a20-f6b5-4549-b34a-46cf72c103fd","TOPIC Sudbury - Leaf traits","cd8627e9-df1b-41f5-bde9-626d3da85c95","Data dictionary"
"nrcan-rncan","5f0e4a20-f6b5-4549-b34a-46cf72c103fd","TOPIC Sudbury - Leaf traits","2e3d2dd3-f934-4c5e-aba4-11e055465359","Traits description"
"iaac-aeic","5f676365-2a0f-4195-b174-40b0b5156579","Screening and Class-Screening Assessments under the Canadian Environmental Assessment Act, 1992","75a175cc-f92e-4f8f-9fbb-daa16e0499cd","Screenings and Class-Screenings Dataset"
"iaac-aeic","5f676365-2a0f-4195-b174-40b0b5156579","Screening and Class-Screening Assessments under the Canadian Environmental Assessment Act, 1992","0af3cdc1-17f2-466a-b494-66c772635aba","Data Dictionary and Field Guide"
"pc","5feb8e53-b747-4628-ab4f-d83aa564c194","Avian species relative abundance - Forest - Glacier NP ","4f7fa3bc-2af8-4854-b91f-38ede0a5da71","Avian species relative abundance - Forest - Glacier NP - Data"
"pc","5feb8e53-b747-4628-ab4f-d83aa564c194","Avian species relative abundance - Forest - Glacier NP ","c6e194cc-e2b7-419a-bb65-4d9bcc855190","Avian species relative abundance - Forest - Glacier NP- Data Dictionary"
"pc","60562ebc-e6ae-4ab7-93d2-b406641fb74a","Forest Understory Structure - Gwaii Haanas","7210f630-0c01-4381-b082-76043924d7cc","Forest Understory Structure - Gwaii Haanas"
"cfia-acia","605faa48-968f-480f-ab17-e552196dd770","CFIA 2012-2014 Dioxins and Dioxin-Like Compounds in Selected Foods Data","4b5d431e-de50-4dc6-a7fd-56caf47792d6","CFIA 2012-2014 Dioxins and Dioxin-Like Compounds in Selected Foods Data"
"esdc-edsc","6093c709-2a0d-4c23-867e-27987a79212c","Skills and Competencies Taxonomy Data (SCT) 2022 Version 1.0","91207fdc-fd7e-45be-b3c9-efa63c2478d2","SkillsAndCompetenciesTaxonomy-Fr-2022_Version1.0"
"esdc-edsc","6093c709-2a0d-4c23-867e-27987a79212c","Skills and Competencies Taxonomy Data (SCT) 2022 Version 1.0","8a2ded9e-1738-4bf2-87f9-f3ac25e25c39","SkillsAndCompetenciesTaxonomy-2022_Version1.0_Descriptors"
"esdc-edsc","6093c709-2a0d-4c23-867e-27987a79212c","Skills and Competencies Taxonomy Data (SCT) 2022 Version 1.0","276c06ff-7612-44e2-870b-190e12a1c581","SkillsAndCompetenciesTaxonomy-2022_Version1.0_EndNotes"
"pc","610300af-ec77-4341-8711-beec4f9d869f","Plant Health Index - Terra Nova","8611420f-bd5c-48a5-9089-cbf3f0b0e148","Plant Health Index-2"
"pc","610300af-ec77-4341-8711-beec4f9d869f","Plant Health Index - Terra Nova","a8332349-24cf-469c-ae33-cf3bb435a3a3","Plant Health Index - Terra Nova - Data Dictionary"
"tbs-sct","61417829-264b-4d75-b02e-1c88e5d33609","Language proficiency levels","31aefa9c-6e16-4759-814c-94facaaeae29","Reference Data "
"tbs-sct","61417829-264b-4d75-b02e-1c88e5d33609","Language proficiency levels","875d313b-9cb8-4acf-a143-acfea60f68c5","Example Data"
"pc","6157a72d-a69f-45b4-b2a3-2b3ae262d0e1","Peregrine falcon nesting site occupancy-Vuntut","881ef380-9cbd-4edc-b0c3-875e98fdb867","Peregrine falcon nesting site occupancy-Vuntut"
"cfia-acia","61a82716-e863-4c20-b1a7-c8e05e70e72d","Children's Food Project -2017 Data","3e34dce9-2844-4cc4-8e06-05c45830509c","Children's Food Project - 2017 Data"
"pc","62bb27c7-7615-400d-b865-0bcba86fa518","Decay Rates - Georgian Bay Islands","e5b836d1-ed55-4050-812b-ae86b29abf5f","Decay Rates - Georgian Bay Islands"
"esdc-edsc","62d50728-17bf-4bf3-9f99-fb7357ac0ee7","Canada Pension Plan Disability (CPPD) Benefit Reassessments","1b07d1e3-b085-46ea-bc3d-c4b12cfb6deb","CPPD reassessments initiated by age group"
"esdc-edsc","62d50728-17bf-4bf3-9f99-fb7357ac0ee7","Canada Pension Plan Disability (CPPD) Benefit Reassessments","a69eadd6-535c-4fb9-8322-c5ff53f43ae0","CPPD reassessments initiated by age group"
"esdc-edsc","62d50728-17bf-4bf3-9f99-fb7357ac0ee7","Canada Pension Plan Disability (CPPD) Benefit Reassessments","eed675b7-d37f-497d-a353-4bb6ddadb9cb","CPPD reassessments initiated by gender"
"esdc-edsc","62d50728-17bf-4bf3-9f99-fb7357ac0ee7","Canada Pension Plan Disability (CPPD) Benefit Reassessments","19cc7c14-d1f2-4df0-9f5e-e9f8e8543736","CPPD reassessments initiated by gender"
"esdc-edsc","62d50728-17bf-4bf3-9f99-fb7357ac0ee7","Canada Pension Plan Disability (CPPD) Benefit Reassessments","e8ac24c4-5957-4fc5-b0ce-0c529d5d71d3","CPPD reassessments initiated by province"
"esdc-edsc","62d50728-17bf-4bf3-9f99-fb7357ac0ee7","Canada Pension Plan Disability (CPPD) Benefit Reassessments","209d22c6-179a-441a-88b1-0b41ffc4ab6a","CPPD reassessments initiated by province"
"ssc-spc","62f76982-ee86-43f5-90d5-146d9eeeded1","Critical Incidents","2d0032c2-1791-495d-82d7-c9af2ef201d7","Critical Incidents"
"psc-cfp","63417e91-5c16-48ce-b326-32ad3ab86fed","Mobility Provision - Former Minister’s Staff and Excluded Positions at the Office of the Governor General’s Secretary - Summary of Requests","ef364f4e-464e-4c1e-853b-030ff3bbabd3","Mobility Provision - Former Minister’s Staff and Excluded Positions at the Office of the Governor General’s Secretary - Summary of Requests"
"pc","636454d3-656b-45fc-89f0-1f786f798811","Avian species relative abundance - Forest - Mount-Revelstoke NP ","3779f214-9570-458b-9b8a-8e9e399abb02","Avian species relative abundance - Forest - Mount-Revelstoke NP - Data"
"pc","636454d3-656b-45fc-89f0-1f786f798811","Avian species relative abundance - Forest - Mount-Revelstoke NP ","abe59ef6-3125-4d1c-8be1-00eb55dc291b","Avian species relative abundance - Forest - Mount-Revelstoke NP - Data Dictionary"
"cnsc-ccsn","642146ff-9b76-4e03-be9b-30398102445b","Regional Information and Monitoring Network","7a74d093-7bd8-4cf4-9c18-dad6c918f5c5","RIMNet - Chalk River Laboratories"
"cnsc-ccsn","642146ff-9b76-4e03-be9b-30398102445b","Regional Information and Monitoring Network","81d17162-095a-4f06-bb80-78d661afb2ac","RIMNet - Nordion"
"cnsc-ccsn","642146ff-9b76-4e03-be9b-30398102445b","Regional Information and Monitoring Network","6dd6b69c-bac8-43bd-93c1-961c34c8802e","RIMNet - SRBT"
"cnsc-ccsn","642146ff-9b76-4e03-be9b-30398102445b","Regional Information and Monitoring Network","98c3272a-7287-435c-9edd-d0b25786aac3","RIMNet - Nuclear Power Demonstration Environment"
"pc","64ccb967-3a50-4060-9586-9a9ca16b1693","Stream Benthic Invertebrates Richness - Thousand Islands","a5404d2a-019c-42e4-8b22-4b2978001363","Stream Benthic Invertebrates - Thousand Islands - Data"
"pc","64ccb967-3a50-4060-9586-9a9ca16b1693","Stream Benthic Invertebrates Richness - Thousand Islands","c2b285f1-6279-4d1b-8ed7-1731d21b116b","Stream Benthic Invertebrates Richness - Thousand Islands - Data Dictionary"
"pc","64efbc67-17ea-4005-a8ad-03cccdc4b571","Seabirds - Forillon","5e479c29-c2ac-479f-90a5-6ca13d274939","Seabirds - Forillon - Data - 1"
"pc","64efbc67-17ea-4005-a8ad-03cccdc4b571","Seabirds - Forillon","41f5174e-f81c-4131-8be4-01ab7821018c","Seabirds - Forillon - Data - 2"
"pc","64efbc67-17ea-4005-a8ad-03cccdc4b571","Seabirds - Forillon","74eb51ad-4cb5-4fd5-b9fa-1bdd57de35ae","Seabirds - Forillon - Data - 3"
"pc","64efbc67-17ea-4005-a8ad-03cccdc4b571","Seabirds - Forillon","f2440241-4a97-4d39-b2e1-e481e464ffc0","Seabirds - Forillon - Data dictionary"
"pc","6580aa40-4043-4938-8a42-6dd00ec22ae8","Lake water quality - Elk Island","567acfa5-9372-4a70-a9c9-98b1bf0724e5","Lake Water Quality - Elk_Island - Dataset"
"pc","6580aa40-4043-4938-8a42-6dd00ec22ae8","Lake water quality - Elk Island","bd286c5d-041b-4e4b-92eb-57dbc4b5a8d0","Lake Water Quality - Elk_Island - Data Dictionary"
"hc-sc","65e2d45e-efc6-4c29-9a9b-db59bc96aa0e","Canadian Substance Use Survey (CSUS): Public Use Microdata File","c2c1795b-4501-49ba-9dd1-5b8360cc3b2e","2023 CSUS PUMF"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","91f2ba2c-e58d-4c30-9f17-ce1fc9f32079","Charities Businesses Directors/Officers"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","8c162df5-fe55-46ee-b662-36abaf8e459a","Financial data"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","b756a1f1-4ace-4633-86e4-147b09a0d92d","Identification"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","099e0c82-2aac-4b83-bcab-04068874a39e","Charity Contact Web Addresses"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","ec7f50d3-c564-4440-9cf5-1876944aee1a","Charitable Programs"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","5a9ce591-4be7-4616-8916-d441b1c932c0","Private/Public Foundations"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","b95d1c4a-01b7-4124-a114-35367677a3eb","Activities outside Canada – Countries where program was carried"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","ae0792fb-0ead-452f-a680-9f1a2974a3d7","Activities outside Canada – Details on financial"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","b6ae3f5b-2dad-41b7-8d6c-259dadb7020d","Activities outside Canada - Exported goods"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","dcaa4eaf-25d8-4047-bbf6-39f7adb77f32","Activities outside Canada - Financial resources used"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","de69b9ec-b1d9-419c-8535-5072c49aa1fd","Compensation"
"cra-arc","66217614-917b-4df9-a5c0-19760f318e23","2012 List of charities","ed999edc-f200-4fa0-ad00-cb8f9eff979a","Non-cash gifts (gifts in kind) received"
"ssc-spc","6681cb87-ba88-45dd-809c-6fbba5f76d10","Enterprise Service Model Consumption Actuals","6e63217b-f1ad-4cd7-862e-8aee283b71c0","Enterprise Service Model Consumption Actuals FY 2022-2023"
"ssc-spc","6681cb87-ba88-45dd-809c-6fbba5f76d10","Enterprise Service Model Consumption Actuals","59b049b4-245b-43d7-8da4-66268c74c48a","Enterprise Service Model Consumption Actuals FY 2022-2023"
"pc","66c92688-4d15-4fd1-a612-97ed3130e50c","Lake Water Level - Georgian Bay Islands","80e55595-eb0e-475a-80a7-a8bbe2f4695b","Lake Water Level - Georgian Bay Islands"
"hc-sc","66cc9542-bc08-46c9-8ebb-805d34f0e30e","Canadian Total Diet Study - Volatile Organic Chemicals (VOC) 2015","49f6d6dd-0b4e-4565-8b0a-dab3c8019135","Total Diet Study Volatile Organic Compounds (VOCs) results 2015"
"dfatd-maecd","6718cff2-25c0-417d-9f68-0729859d152b","Data set: Her Voice, Her Choice commitment to sexual and reproductive health and rights ($650 million, 2017-2020) ","50922a0c-503c-4368-aad4-29ce2a99993a","Data set: Her Voice, Her Choice commitment to sexual and reproductive health and rights ($650 million, 2017-2020) "
"hc-sc","67b420be-dd6b-4719-b4aa-07caa3b692f8","Radon Field Study - ASD Research","bf3e1472-71b9-416f-a714-4615467a252f","Active Soil Depressurization (ASD) Radon Field Study  -  Data"
"psc-cfp","6857a6e6-4e50-4b0e-ba8c-3ad890fa2f2a","Employment Equity Designated Groups under the Public Service Employment Act","24a44ce4-676a-45c3-9718-db34e6c07755","Percentage of applicants to advertised processes, by Employment Equity designated group and fiscal year"
"psc-cfp","6857a6e6-4e50-4b0e-ba8c-3ad890fa2f2a","Employment Equity Designated Groups under the Public Service Employment Act","5dff85d4-e7af-4841-be27-f76826a5f494","Percentage of student applicants to advertised processes and student hiring activities to the public service, by Employment Equity designated group and fiscal year"
"psc-cfp","6857a6e6-4e50-4b0e-ba8c-3ad890fa2f2a","Employment Equity Designated Groups under the Public Service Employment Act","e0c16e15-2f40-4129-ac35-283b3aab3c8c","Percentage of appointments to the public service to indeterminate positions and terms of three months and over, by employment equity designated group and fiscal year"
"psc-cfp","6857a6e6-4e50-4b0e-ba8c-3ad890fa2f2a","Employment Equity Designated Groups under the Public Service Employment Act","ef7e5729-7a5b-40ed-baf2-0d8cadb01341","Percentage of appointments to the public service to indeterminate positions and terms of three months and over by employment equity designated group, sex and fiscal year"
"psc-cfp","6857a6e6-4e50-4b0e-ba8c-3ad890fa2f2a","Employment Equity Designated Groups under the Public Service Employment Act","3bcb7687-787d-499d-b9ca-83fc9c49a6a4","Percentage of appointments to the public service to indeterminate positions and terms of three months and over by employment equity designated group and geographic area"
"esdc-edsc","69362c0b-bfa9-40f0-acb6-0f7ba4abd648","Workforce Population Showing Representation by Employment Equity Occupational Group and Sector in the Federally Regulated Private Sector for Women, Indigenous Peoples, Persons with Disabilities, and Members of Visible Minorities","ea5df54b-8798-41e3-83a4-b7e792788cbc","Workforce Population Showing Representation by Sector in the Federally Regulated Private Sector for Women, Indigenous Peoples, Persons with Disabilities, and Members of Visible Minorities, 2021 Census and 2022 Canadian Survey on Disability"
"esdc-edsc","69362c0b-bfa9-40f0-acb6-0f7ba4abd648","Workforce Population Showing Representation by Employment Equity Occupational Group and Sector in the Federally Regulated Private Sector for Women, Indigenous Peoples, Persons with Disabilities, and Members of Visible Minorities","92e142b3-bd4f-4531-a811-cabe9a16a26f","Workforce Population Showing Representation by Sector in the Federally Regulated Private Sector for Women, Indigenous Peoples, Persons with Disabilities, and Members of Visible Minorities, 2021 Census and 2022 Canadian Survey on Disability"
"esdc-edsc","69362c0b-bfa9-40f0-acb6-0f7ba4abd648","Workforce Population Showing Representation by Employment Equity Occupational Group and Sector in the Federally Regulated Private Sector for Women, Indigenous Peoples, Persons with Disabilities, and Members of Visible Minorities","9f85c9c9-5bed-4d0f-a44b-4ff0778400ce","Workforce Population Showing Representation by Employment Equity Occupational Group and Sector in the Federally Regulated Private Sector for Women, Indigenous Peoples, and Members of Visible Minorities, 2021 Census "
"esdc-edsc","69362c0b-bfa9-40f0-acb6-0f7ba4abd648","Workforce Population Showing Representation by Employment Equity Occupational Group and Sector in the Federally Regulated Private Sector for Women, Indigenous Peoples, Persons with Disabilities, and Members of Visible Minorities","924cfe11-dbcb-4d7b-bc05-af051cd162cb","Workforce Population Showing Representation by Employment Equity Occupational Group and Sector in the Federally Regulated Private Sector for Women, Indigenous Peoples, and Members of Visible Minorities, 2021 Census"
"pc","69418113-4a33-48aa-89e4-f02f72b68276","Redback Salamander Abundance - Georgian Bay Islands","7f19afd1-06c5-4956-98a5-ef3813caf9ce","Redback Salamander Abundance"
"pc","69418113-4a33-48aa-89e4-f02f72b68276","Redback Salamander Abundance - Georgian Bay Islands","6adff494-835d-483f-a4ff-2fc7348e9a30","Redback Salamander Abundance - Data Dictionary"
"hc-sc","69b19774-ca29-488f-a093-c8089265b75f","Perceptions of Drinking Water Quality in First Nations Communities and General Population ","ae387feb-84ee-4b6c-adf7-9fef7a26e791","Perception of Drinking Water Quality in First Nation Communities and General Population"
"pc","6a05077a-05fd-40f9-86b8-19bd0fe9f36f","Wildlife Mortality - Revelstoke","96287d19-ad26-452d-88aa-8bc8c8c6829a","Wildlife Mortality - Revelstoke"
"pc","6a05077a-05fd-40f9-86b8-19bd0fe9f36f","Wildlife Mortality - Revelstoke","3f17c2b7-0868-4ab5-87ac-352ae2fd3468","Wildlife Mortality - Revelstoke - Data Dictionary"
"rcmp-grc","6a09c998-cddb-4a22-beff-4dca67ab892f","Canadian Anti-Fraud Centre Fraud Reporting System Dataset","43c67af5-e598-4a9b-a484-fe1cb5d775b5","Canadian Anti-Fraud Centre Reporting Data"
"isc-sac","6a493874-853b-4dbf-869d-22544fec79ec","Population Registered under the Indian Act by Gender and Residence, 2022","b4babb86-4e7a-433e-a183-370b9f0678a1","Population Registered under the Indian Act by Gender and Residence, 2022"
"isc-sac","6a493874-853b-4dbf-869d-22544fec79ec","Population Registered under the Indian Act by Gender and Residence, 2022","c6b001cc-1227-4721-84b9-c6e6153b158e","Population Registered under the Indian Act by Gender and Residence, 2022"
"pc","6a6e1785-2197-4fb1-96b8-2f41e89da71c","Lichens - Kejimkujik","82dc2d18-f2dc-4a1d-bd88-96b2fc61c9ff","Lichens - Kejimkujik - Species Richness Data - 1"
"pc","6a6e1785-2197-4fb1-96b8-2f41e89da71c","Lichens - Kejimkujik","5d7e9fa1-48a5-4b33-b85e-a4392d272fc5","Lichens - Kejimkujik - Air Purity Data - 2"
"pc","6a6e1785-2197-4fb1-96b8-2f41e89da71c","Lichens - Kejimkujik","23a77911-61f6-4570-8cf1-794b5058621f","Lichens - Kejimkujik - Site Information Data - 3"
"pc","6a6e1785-2197-4fb1-96b8-2f41e89da71c","Lichens - Kejimkujik","84326af4-b86f-4bf3-bbfd-d80dba2b9a8d","Lichens - Kejimkujik - Data Dictionary - 4"
"pc","6aa18934-5fec-4f12-8dd7-8356555d0576","Wildlife Mortality - Banff","f4d96701-e59f-4d3d-8af0-b3b772fc68e3","Wildlife Mortality - Banff"
"pc","6aa18934-5fec-4f12-8dd7-8356555d0576","Wildlife Mortality - Banff","190a46d9-f5ec-4d0b-a482-f63a5c78c67f","Wildlife Mortality - Banff - Data Dictionary"
"aafc-aac","6adaeb1f-438b-4d74-b72b-d1b554f3a316","The AAFC Productivity Account for Canadian Agriculture","24aee03d-b0a0-435e-b67d-349a4ef3c723","PACA Prices"
"aafc-aac","6adaeb1f-438b-4d74-b72b-d1b554f3a316","The AAFC Productivity Account for Canadian Agriculture","6e42197a-a9d6-46f0-a48b-8b54822a4ae7","PACA Implicit Quantities"
"pc","6b4dce2b-50a3-401f-ac9a-ba4c13f7220f","Forest Birds - Bicknell's Thrush - Cape Breton Highlands","0fbacc31-2812-4b2b-a13e-2df7fb7021ad","Forest Birds (Bicknell's Thrush) - Cape Breton Highlands - Data"
"pc","6b4dce2b-50a3-401f-ac9a-ba4c13f7220f","Forest Birds - Bicknell's Thrush - Cape Breton Highlands","678ff41b-d020-4988-a232-72f16fb2bbfc","Forest Birds (Bicknell's Thrush) - Cape Breton Highlands - Data Dictionary"
"pc","6b710b02-3bd3-407e-b47d-24dbbbad347d","Aspen Sprout and Shrub Cover -Waterton Lakes - Conservation and Restoration Project (Fescue)","13330242-a56e-4971-b629-69cef7643352","Aspen Sprout and Shrub Cover - Waterton Lakes - Burn data - 1"
"pc","6bce7440-c5be-4e30-8ca2-1faf84a81b0d","Subtle Vegetation Change - Torngat Mountains","e5af6917-4425-43f4-a28c-b9c7db5ff3a0","Subtle Vegetation Change - Torngat Mountains"
"pc","6bd08e02-92e1-4b54-8667-200fda0db593","Tree Health - Thousand Islands ","d91a4a06-d16c-47dc-9be5-ce6e28c4c6f2","Tree Health - Thousand Islands - Data"
